ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _wpcom_is_markdown","Download 1 name","Download 1 URL","Download 2 name","Download 2 URL"
RSK2201,simple,RSK2201,Pistacho Tostado C/Cascara 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS2200,simple,RS2200,Pistacho Tostado y Salado C/Cascara 10Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK2200,simple,RSK2200,Pistacho Tostado y Salado C/Cascara 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS1919,simple,RS1919,Poroto de Alubia 25Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB1919,simple,RSB1919,Poroto de Alubia 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS110,simple,RS110,Poroto de Frutilla 25Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS191,simple,RS191,Poroto de Manteca 25Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB191,simple,RSB191,Poroto de Manteca 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK148,simple,RSK148,Poroto de Soja 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS148,simple,RS148,Poroto de Soja 25Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB098,simple,RSB098,Poroto Frutilla 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS149,simple,RS149,Poroto Negro 25Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK098,simple,RSK098,Porotos de Frutilla 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSB149,simple,RSB149,Porotos Negros 5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS180,simple,RS180,Pure de Papas Blanco 12.5Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS2094,simple,RS2094,Pure de Tomate Cosecha Dorada 680g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS123,simple,RS123,Salchicha T/Viena Cosecha Dorada 180g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS0331,simple,RS0331,Sardinas Enteras en Tomate Golden Fish 425g,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK313,simple,RSK313,Semilla de Chia 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RS313,simple,RS313,Semilla de Chia 25Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
RSK039,simple,RSK039,Semilla de Comino 1Kg,1,0,visible,,,,,taxable,,1,,,1,1,,,,,1,,,,
